NM_VOTAVEL;NR_ZONA;NM_LOCAL_VOTACAO;DS_LOCAL_VOTACAO_ENDERECO;NM_MUNICIPIO;QT_VOTOS_TOTAL;LATITUDE;LONGITUDE
FERNANDO CESAR CAMPOS PAES;216;INSS - POSTO DEL CASTILHO;RUA SEGAL S/N;RIO DE JANEIRO;3;-228.815.094;-432.780.715
FERNANDO CESAR CAMPOS PAES;216;INSTITUTO FRANCISCA PAULA DE JESUS;RUA TENENTE COSTA 76;RIO DE JANEIRO;7;-228.957.191;-432.758.206
FERNANDO CESAR CAMPOS PAES;216;J. R. LAGES - COLÉGIO;RUA JOSÉ BONIFÁCIO, 576;RIO DE JANEIRO;13;-228.921.663;-432.826.222
FERNANDO CESAR CAMPOS PAES;216;JOAQUIM RIBEIRO - ESCOLA MUNICIPAL;PRAÇA SOLDADO COSME DOS SANTOS, 28;RIO DE JANEIRO;14;-228.776.068;-432.856.452
FERNANDO CESAR CAMPOS PAES;216;PATRICE LUMUMBA - CIEP;PRACA CONFEDERACAO SUIÇA S/N;RIO DE JANEIRO;11;-22.878.359;-43.275.001
FERNANDO CESAR CAMPOS PAES;216;SÃO TIAGO - IGREJA;PRAÇA VINTE E QUATRO DE OUTUBRO, 165;RIO DE JANEIRO;4;-228.730.903;-432.817.364
FERNANDO CESAR CAMPOS PAES;216;UNIVERSIDADE ESTÁCIO DE SÁ - CAMPUS NORTE SHOPPING;AVENIDA DOM HÉLDER CÂMARA 5080;RIO DE JANEIRO;24;-228.864.299;-432.825.389
FERNANDO CESAR CAMPOS PAES;216;VERITAS COLÉGIO;AVENIDA RIO FALEIRO, 80;RIO DE JANEIRO;5;-228.791.091;-432.920.131
FERNANDO CESAR CAMPOS PAES;218;CENTRO PASTORAL SANTA RITA DE CÁSSIA;ESTRADA DO OTAVIANO, 310;RIO DE JANEIRO;4;-228.587.363;-4.334.576.879.999.990
FERNANDO CESAR CAMPOS PAES;218;COLEGIO JOAO XXIII;RUA PACHECO DA ROCHA 217;RIO DE JANEIRO;8;-228.622.329;-433.604.425
FERNANDO CESAR CAMPOS PAES;218;COLEGIO SUL AMERICANO;RUA TACARATU 360;RIO DE JANEIRO;16;-228.503.352;-433.585.583
FERNANDO CESAR CAMPOS PAES;218;COLÉGIO ESTADUAL RODRIGO OTÁVIO FILHO BRASIL-ITÁLIA;AV. MONSENHOR FELIX 87;RIO DE JANEIRO;9;-228.547.141;-433.292.278
FERNANDO CESAR CAMPOS PAES;218;COLÉGIO PERCEPÇÃO;RUA GUIRARÉIA, 276;RIO DE JANEIRO;21;-22.850.694;-43.330.098
FERNANDO CESAR CAMPOS PAES;218;ESCOLA ESTADUAL DE EDUCAÇÃO CARMELA DUTRA;AV. MINISTRO EDGARD ROMERO 491;RIO DE JANEIRO;14;-228.659.798;-433.346.792
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL ASPIRANTE CARLOS ALFREDO;RUA IBIA, 105;RIO DE JANEIRO;9;-228.607.133;-433.447.502
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL ASTOLFO RESENDE;AV. MINISTRO EDGARD ROMERO 473;RIO DE JANEIRO;7;-228.663.231;-4.333.476.220.000.000
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL BARAO DE ITARARE;RUA MARAPENDI S/N;RIO DE JANEIRO;17;-228.575.374;-433.735.784
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL CONDE DE AFONSO CELSO;RUA IVINHEIMA 15;RIO DE JANEIRO;36;-228.596.351;-433.569.279
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL FERNAO DIAS;RUA MARAPENDI 257;RIO DE JANEIRO;5;-228.571.025;-433.738.957
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL FIGUEIREDO PIMENTEL;PRACA MIRANDA RIBEIRO S/N;RIO DE JANEIRO;13;-228.637.962;-433.408.726
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL IRINEU MARINHO;RUA AMERICO ROCHA, 821;RIO DE JANEIRO;23;-228.551.006;-4.336.334.859.999.990
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL IRMÃ ZÉLIA;AV. MINISTRO EDGARD ROMERO, 895;RIO DE JANEIRO;6;-228.582.177;-433.298.055
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL LEONOR POSADAS;RUA BELIZE S/N;RIO DE JANEIRO;12;-228.599.404;-433.671.298
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL MARIO PENA DA ROCHA;RUA AMERICO ROCHA, 1596;RIO DE JANEIRO;11;-228.497.729;-433.589.939
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL OSWALDO ARANHA;PRACA CARLOS TOLEDO 29;RIO DE JANEIRO;11;-228.514.899;-43.343.412
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL PARAGUAI;PRACA LAUTARO 10;RIO DE JANEIRO;21;-228.624.378;-433.662.696
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL PIRES E ALBUQUERQUE;RUA CAIABU 98;RIO DE JANEIRO;7;-228.530.121;-433.244.676
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL PROFESSOR CARNEIRO FELIPE;RUA JURIARI 238;RIO DE JANEIRO;26;-228.578.655;-433.739.831
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL RAJA GABAGLIA;RUA SOUZA CALDAS 45;RIO DE JANEIRO;9;-228.638.011;-433.490.558
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL RODOLFO GARCIA;RUA CALUMBI 245;RIO DE JANEIRO;8;-2.285.283;-433.241.468
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL RODRIGO OTAVIO FILHO;RUA MARAMBAIA 408;RIO DE JANEIRO;13;-228.516.084;-433.253.576
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL ROSA BETTIATO ZATTERA;RUA SANTO APIANO 247;RIO DE JANEIRO;20;-228.515.455;-433.309.289
FERNANDO CESAR CAMPOS PAES;218;ESCOLA MUNICIPAL VIRIATO CORREA;RUA GUARAREMA 50;RIO DE JANEIRO;14;-228.642.197;-4.334.960.969.999.990
FERNANDO CESAR CAMPOS PAES;219;CENTRO EDUCACIONAL FERNANDES FONTE;AVENIDA DOS ITALIANOS, 841;RIO DE JANEIRO;7;-228.443.524;-433.493.784
FERNANDO CESAR CAMPOS PAES;219;CENTRO EDUCACIONAL OLIVEIRA SOUZA - CANTINHO DO SABER;ESTRADA JOÃO PAULO, 1876;RIO DE JANEIRO;1;-228.340.055;-433.652.046
FERNANDO CESAR CAMPOS PAES;219;CIEP ANTON MAKARENKO;ESTRADA DE BOTAFOGO S/N;RIO DE JANEIRO;6;-228.213.058;-433.685.189
FERNANDO CESAR CAMPOS PAES;219;CIEP ZUMBI DOS PALMARES;RUA ARNALDO GUINLE S/N;RIO DE JANEIRO;4;-228.266.456;-4.335.610.030.000.000
FERNANDO CESAR CAMPOS PAES;219;COLÉGIO ESTADUAL MARECHAL JOAO BAPTISTA DE MATTOS;AV. BRASIL 19644;RIO DE JANEIRO;3;-228.295.409;-433.483.613
FERNANDO CESAR CAMPOS PAES;219;COLÉGIO MATRIZ (ANTIGO COLEGIO SALESIANO);RUA DOS TOPÁZIOS 375;RIO DE JANEIRO;17;-228.516.754;-43.347.915
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL AMAPÁ;RUA TORIBA 106;RIO DE JANEIRO;9;-228.444.495;-433.388.971
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL CHARLES ANDERSON WEAVER;RUA CARLOS PACHECO AVILA S/N;RIO DE JANEIRO;7;-228.289.817;-433.520.083
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL EMBAIXADOR JOÃO NEVES DA FONTOURA;PRAÇA DAS ESMERALDAS, 23;RIO DE JANEIRO;8;-228.456.075;-43.351.293
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL ERICO VERISSIMO;RUA OVIDIO BERALDO 255;RIO DE JANEIRO;5;-228.250.481;-433.518.786
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL ESCULTOR LEÃO VELLOSO;RUA DR. JOSE THOMAS 1000;RIO DE JANEIRO;10;-228.162.016;-433.610.614
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL FORNOVO;RUA GENTIL DE ALMEIDA S/N;RIO DE JANEIRO;7;-228.424.426;-433.575.986
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL FRANCISCO FRIAS DE MESQUITA;RUA FAIA 546;RIO DE JANEIRO;3;-228.466.171;-433.446.434
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL GENERAL OSORIO;AV. BRASIL 19462;RIO DE JANEIRO;5;-228.290.389;-433.466.161
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL ITÁLIA;AVENIDA DOS ITALIANOS 992;RIO DE JANEIRO;25;-228.411.821;-433.490.195
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL JOSE PEDRO VARELA;PRACA CAMPOS DO JORDAO S/N;RIO DE JANEIRO;5;-228.188.246;-433.608.223
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL LUIS DE CAMÕES;ESTRADA DO BARRO VERMELHO 1446;RIO DE JANEIRO;15;-2.284.617;-433.384.825
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL MONTE CASTELO;RUA OUSELEY S/N;RIO DE JANEIRO;7;-228.294.691;-433.485.214
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL OLEGÁRIO MARIANO;PRAÇA DAS ESMERALDAS 65;RIO DE JANEIRO;7;-228.455.505;-433.517.417
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL PARÁ;AV. DOS ITALIANOS 500;RIO DE JANEIRO;12;-228.519.622;-4.334.953.609.999.990
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL PREFEITO MARCOS TAMOYO;RUA ARY VILLAR S/N;RIO DE JANEIRO;4;-228.153.704;-433.646.894
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL PROFESSOR ALFREDO RUSSEL;RUA ARISTÓTELES 485;RIO DE JANEIRO;10;-228.431.295;-433.445.185
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL SÍLVIO ROMERO;RUA PORTO FELIZ 65;RIO DE JANEIRO;20;-228.463.555;-433.588.034
FERNANDO CESAR CAMPOS PAES;219;ESCOLA MUNICIPAL VELINDA MAURÍCIO DA FONSECA;RUA MARUPIARA 105;RIO DE JANEIRO;6;-22.840.928;-4.334.881.379.999.990
FERNANDO CESAR CAMPOS PAES;219;ESPAÇO DE DESENVOLVIMENTO INFANTIL KARINE LORRAINE CHAGAS DE OLIVEIRA;RUA URURAÍ, 550 (AO LADO DA VILA OLÍMPICA DE HONÓRIO GURGEL);RIO DE JANEIRO;10;-228.438.667;-43.356.333
FERNANDO CESAR CAMPOS PAES;219;PAROQUIA DE SAO JOSE DE BARROS FILHO;ESTRADA JOAO PAULO 1790;RIO DE JANEIRO;5;-228.344.867;-433.647.994
FERNANDO CESAR CAMPOS PAES;219;PARÓQUIA SANTA TERESA DE JESUS;RUA MACABU, 310;RIO DE JANEIRO;4;-228.374.167;-433.512.852
FERNANDO CESAR CAMPOS PAES;219;PARÓQUIA SÃO LUIZ REI DE FRANÇA;ESTRADA DE BOTAFOGO, 410;RIO DE JANEIRO;2;-228.215.837;-433.662.735
FERNANDO CESAR CAMPOS PAES;229;ASSOCIACAO ATLÉTICA BANCO DO BRASIL;RUA HADDOCK LOBO 227;RIO DE JANEIRO;3;-229.192.996;-43.213.732
FERNANDO CESAR CAMPOS PAES;229;ASSOCIAÇÃO EDUCACIONAL VEIGA DE ALMEIDA;RUA IBITURUNA 108;RIO DE JANEIRO;15;-229.118.129;-432.213.347
FERNANDO CESAR CAMPOS PAES;229;BANCO BRADESCO;RUA HADDOCK LOBO 426;RIO DE JANEIRO;5;-229.212.642;-432.203.823
FERNANDO CESAR CAMPOS PAES;229;CAP - UERJ;RUA BARÃO DE ITAPAGIPE 96;RIO DE JANEIRO;15;-229.193.777;-432.112.365
FERNANDO CESAR CAMPOS PAES;229;CASA DOS AÇORES;AV. MELO MATOS 25;RIO DE JANEIRO;7;-229.208.877;-432.210.229
FERNANDO CESAR CAMPOS PAES;229;CASA VILA DA FEIRA;RUA HADDOCK LOBO 195;RIO DE JANEIRO;2;-22.918.829;-432.129.913
FERNANDO CESAR CAMPOS PAES;229;CENTRO DE FORMAÇÃO PROFISSIONAL ARTES GRÁFICAS;RUA SÃO FRANCISCO XAVIER 417;RIO DE JANEIRO;9;-229.155.404;-432.324.316
FERNANDO CESAR CAMPOS PAES;229;CENTRO UNIVERSITÁRIO UNICARIOCA;AVENIDA PAULO DE FRONTIN 568;RIO DE JANEIRO;26;-22.926.352;-432.097.965
FERNANDO CESAR CAMPOS PAES;229;CLUBE BRADESCO;RUA BARÃO DE ITAPAGIPE, 154;RIO DE JANEIRO;4;-229.200.623;-4.321.256.810.000.000
FERNANDO CESAR CAMPOS PAES;229;CLUBE DO SERVIDOR MUNICIPAL;RUA ULISSES GUIMARÃES, S/N;RIO DE JANEIRO;23;-229.127.402;-432.048.202
FERNANDO CESAR CAMPOS PAES;229;CLUBE MUNICIPAL;RUA HADDOCK LOBO 359;RIO DE JANEIRO;15;-229.210.678;-43.217.713
FERNANDO CESAR CAMPOS PAES;229;COLÉGIO ESTADUAL ANTÔNIO PRADO JÚNIOR;RUA MARIZ E BARROS 273;RIO DE JANEIRO;6;-22.913.067;-4.321.631.199.999.990
FERNANDO CESAR CAMPOS PAES;229;COLÉGIO ESTADUAL PAULO DE FRONTIN;RUA BARÃO DE UBÁ, 399;RIO DE JANEIRO;2;-229.160.972;-432.109.371
FERNANDO CESAR CAMPOS PAES;229;COLÉGIO MARIA RAYTHE;RUA HADDOCK LOBO 233;RIO DE JANEIRO;3;-229.196.443;-432.138.622
FERNANDO CESAR CAMPOS PAES;229;COLÉGIO MUNICIPAL ORSINA DA FONSECA;RUA SÃO FRANCISCO XAVIER 95;RIO DE JANEIRO;10;-229.198.094;-432.241.401
FERNANDO CESAR CAMPOS PAES;229;COLÉGIO PEDRO II;RUA SÃO FRANCISCO XAVIER, 204/208;RIO DE JANEIRO;17;-22.916.404;-43.225.852
FERNANDO CESAR CAMPOS PAES;229;COLÉGIO SAGRES;RUA SAMPAIO VIANA 184;RIO DE JANEIRO;4;-229.228.473;-432.111.188
FERNANDO CESAR CAMPOS PAES;229;ESCOLA MUNICIPAL AZEVEDO SODRÉ;RUA BARÃO DE UBÁ 331;RIO DE JANEIRO;3;-229.154.577;-432.109.151
FERNANDO CESAR CAMPOS PAES;229;ESCOLA MUNICIPAL CONSELHEIRO MAYRINK;PRAÇA GENERAL PORTINHO 2;RIO DE JANEIRO;4;-229.144.284;-432.240.998
FERNANDO CESAR CAMPOS PAES;229;ESCOLA MUNICIPAL FRANCISCO CABRITA;AV. MELO MATOS 34;RIO DE JANEIRO;1;-229.205.392;-432.209.321
FERNANDO CESAR CAMPOS PAES;229;ESCOLA MUNICIPAL JENNY GOMES;AV. PAULO DE FRONTIN 452;RIO DE JANEIRO;5;-22.922.913;-432.100.331
FERNANDO CESAR CAMPOS PAES;229;ESCOLA MUNICIPAL MÁRIO CLÁUDIO;RUA HADDOCK LOBO 148;RIO DE JANEIRO;4;-229.171.916;-432.110.819
FERNANDO CESAR CAMPOS PAES;229;ESCOLA MUNICIPAL PEREIRA PASSOS;PRAÇA CONDESSA PAULO DE FRONTIN 45;RIO DE JANEIRO;16;-229.244.134;-4.320.842.469.999.990
FERNANDO CESAR CAMPOS PAES;229;ESCOLA MUNICIPAL REVERENDO MARTIN LUTHER KING;RUA JOAQUIM PALHARES 648;RIO DE JANEIRO;13;-229.115.491;-432.116.043
FERNANDO CESAR CAMPOS PAES;229;ESCOLA TÉCNICA FEDERAL CELSO SUCKOW DA FONSECA;AV. MARACANÃ 229;RIO DE JANEIRO;7;-229.117.137;-4.322.484.679.999.990
FERNANDO CESAR CAMPOS PAES;229;EXPO MAG (ANTIGO CENTRO DE CONVENÇÕES SULAMÉRICA);AVENIDA PAULO DE FRONTIN 1;RIO DE JANEIRO;19;-229.114.558;-432.084.935
FERNANDO CESAR CAMPOS PAES;229;FUNDAÇÃO BRADESCO;RUA HADDOCK LOBO 253;RIO DE JANEIRO;7;-229.200.804;-432.144.234
FERNANDO CESAR CAMPOS PAES;229;IGREJA ASSEMBLEIA DE DEUS;TRAVESSA PASTOR DANIEL RIBEIRO, 13, ANTIGA TRAVESSA RIO COMPRIDO;RIO DE JANEIRO;12;-229.168.154;-432.091.462
FERNANDO CESAR CAMPOS PAES;229;INSTITUTO AGOSTINHO MOREIRA;RUA CAMPOS SALES 60;RIO DE JANEIRO;4;-22.918.577;-432.168.442
FERNANDO CESAR CAMPOS PAES;229;INSTITUTO DE EDUCAÇÃO;RUA MARIZ E BARROS 273;RIO DE JANEIRO;13;-22.914.069;-432.171.213
FERNANDO CESAR CAMPOS PAES;229;PARÓQUIA NOSSA SENHORA DAS DORES;AV. PAULO DE FRONTIN 500;RIO DE JANEIRO;9;-229.239.379;-432.099.216
FERNANDO CESAR CAMPOS PAES;230;CIEP 224 TARSO DE CASTRO;ESTRADA SARGENTO MIGUEL FILHO, S/N;RIO DE JANEIRO;14;-22.857.478;-434.835.793
FERNANDO CESAR CAMPOS PAES;230;CIEP 386 GUILHERME DA SILVEIRA FILHO;RUA DO LIMÃO, S/N - CJ. JOÃO SALDANHA;RIO DE JANEIRO;24;-228.477.971;-434.630.861
FERNANDO CESAR CAMPOS PAES;230;CIEP VILA KENNEDY;RUA PAULINO DO SACRAMENTO, S/N;RIO DE JANEIRO;27;-228.527.102;-43.490.089
FERNANDO CESAR CAMPOS PAES;230;COLÉGIO ESTADUAL JORGE ZARUR;RUA EDMO ZARIFE, S/N;RIO DE JANEIRO;22;-228.493.985;-434.881.045
FERNANDO CESAR CAMPOS PAES;230;CRECHE MUNICIPAL MULHERES DO QUAFÁ;RUA JOAQUIM COUTINHO CAVALCANTE, S/N;RIO DE JANEIRO;7;-228.496.782;-4.348.751.619.999.990
FERNANDO CESAR CAMPOS PAES;230;EDI NORBERTINA DE SOUZA GOUVEIA;AV. ETIÓPIA, S/N;RIO DE JANEIRO;4;-228.558.269;-434.853.847
FERNANDO CESAR CAMPOS PAES;230;EDI PROFESSOR REINALDO JOSÉ DE ARAGÃO BARBOSA;RUA ROQUE BARBOSA, S/N;RIO DE JANEIRO;6;-228.500.766;-434.640.558
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL JOANA ANGÉLICA;TRAVESSA BARRANQUILHA, S/N;RIO DE JANEIRO;5;-228.568.783;-434.881.055
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL JORGE ZARUR;RUA PAULINO DO SACRAMENTO, 1.353;RIO DE JANEIRO;19;-228.534.793;-434.899.892
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL JORNALISTA SANDRO MOREYRA;RUA ROQUE BARBOSA, S/N;RIO DE JANEIRO;18;-229.068.467;-431.728.965
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL JOSÉ MAURO DE VASCONCELOS;RUA MARLIÉRIA, S/N;RIO DE JANEIRO;6;-228.506.101;-434.668.503
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL JOÃO DAUDT DE OLIVEIRA;AV. BRASIL, 34.686;RIO DE JANEIRO;22;-228.557.164;-4.349.500.889.999.990
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL MARECHAL ALCIDES ETCHEGOYEN;AV. CENTRAL, S/N;RIO DE JANEIRO;10;-228.569.805;-434.867.212
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL MARIA QUITÉRIA;RUA NOVA PRATA, S/N - VILA CATIRI;RIO DE JANEIRO;19;-228.517.821;-434.706.376
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL PREFEITO JUAREZ ANTUNES;RUA AMSTERDÃ, S/N;RIO DE JANEIRO;14;-22.844.929;-434.899.769
FERNANDO CESAR CAMPOS PAES;230;ESCOLA MUNICIPAL RAPHAEL ALMEIDA MAGALHÃES;RUA DA CEGONHA, S/N, CONJ. JARDIM BANGU II;RIO DE JANEIRO;7;-228.450.757;-434.643.806
FERNANDO CESAR CAMPOS PAES;230;FAETEC - VILA KENNEDY;RUA JOÃO BARCELLOS MARTINS, S/N;RIO DE JANEIRO;7;-228.521.087;-43.490.201
FERNANDO CESAR CAMPOS PAES;233;CENTRO EDUCACIONAL CARROSSEL DAS NEVES;RUA MURUNDU 841;RIO DE JANEIRO;7;-228.831.288;-434.497.547
FERNANDO CESAR CAMPOS PAES;233;CENTRO EDUCACIONAL NOVO MUNDO;PRAÇA ATENAS, 28;RIO DE JANEIRO;12;-228.740.283;-43.451.466
FERNANDO CESAR CAMPOS PAES;233;CIEP MESTRE ANDRE;PRAÇA DO TRABALHADOR S/N;RIO DE JANEIRO;14;-22.874.274;-4.344.890.170.000.000
FERNANDO CESAR CAMPOS PAES;233;CIEP PADRE PAULO CORREA DE SA;RUA FRANCISCO BRICIO S/N;RIO DE JANEIRO;7;-228.916.378;-434.510.729
FERNANDO CESAR CAMPOS PAES;233;COLEGIO ESTADUAL LEOPOLDINA DA SILVEIRA;RUA DA FEIRA 77;RIO DE JANEIRO;31;-228.802.932;-434.673.333
FERNANDO CESAR CAMPOS PAES;233;COLEGIO PEDRO II - UNIDADE I;RUA BERNARDO DE VASCONCELOS, 941;RIO DE JANEIRO;13;-228.772.729;-434.314.085
FERNANDO CESAR CAMPOS PAES;233;COLÉGIO ESTADUAL MIGUEL DE SANTA MARIA MOCHON;EST. PORTO NACIONA 293;RIO DE JANEIRO;10;-228.671.193;-434.564.551
FERNANDO CESAR CAMPOS PAES;233;COLÉGIO PEDRO II - UNIDADE II;RUA BERNARDO DE VASCONCELOS, 941;RIO DE JANEIRO;35;-228.772.729;-434.314.085
FERNANDO CESAR CAMPOS PAES;233;COLÉGIO PRIORIDADE HUM;RUA FRANCISCO REAL, 325;RIO DE JANEIRO;12;-228.785.032;-434.487.845
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL CORONEL CORSINO DO AMARANTE;RUA DO IMPERADOR 62;RIO DE JANEIRO;8;-228.754.609;-4.343.673.099.999.990
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL ENGENHEIRO JOAO THOME;RUA CABO JOSÉ DA CONCEIÇÃO 135;RIO DE JANEIRO;18;-228.671.824;-434.470.756
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL ESTADO DE ISRAEL;RUA DOS LIMITES S/N;RIO DE JANEIRO;16;-228.867.452;-434.347.253
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL FREI VICENTE DO SALVADOR;RUA HELIANTO S/N;RIO DE JANEIRO;7;-22.889.532;-434.461.878
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL GENERAL TASSO FRAGOSO;RUA MARECHAL MARCIANO S/N;RIO DE JANEIRO;13;-228.690.278;-4.345.143.969.999.990
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL JOSE PIQUET CARNEIRO;RUA ARARI S/N;RIO DE JANEIRO;7;-228.629.231;-434.552.618
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL JOSÉ MARIA BELLO;RUA BUIQUE, S/N;RIO DE JANEIRO;5;-228.910.771;-434.508.003
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL LAURO MÜLLER;RUA ROSA DE ALMEIDA ,113;RIO DE JANEIRO;5;-228.820.196;-434.462.246
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL LEÔNIDAS SOBRIÑO PORTO;RUA DAS AVENCAS, SEM NÚMERO;RIO DE JANEIRO;5;-228.855.046;-43.463.196
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL MOACIR PADILHA;RUA GENERAL GOMES DE CASTRO 30;RIO DE JANEIRO;16;-228.689.515;-4.345.108.099.999.990
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL NICARAGUA;AV. SANTA CRUZ 1015;RIO DE JANEIRO;11;-228.784.268;-434.334.565
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL PAULO MARANHÃO;RUA DO GOVERNO 866;RIO DE JANEIRO;7;-228.931.007;-434.411.811
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL PEDRO MOACIR;RUA GENERAL GOMES DE CASTRO 300;RIO DE JANEIRO;8;-228.724.723;-434.475.323
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL PINTOR LASAR SEGALL;PRAÇA ESTADO DE ISRAEL, S/N - REALENGO;RIO DE JANEIRO;18;-22.877.149;-434.402.794
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL PROFESSOR JÚLIO DE MESQUITA;RUA OLIVEIRA RIBEIRO, S/N;RIO DE JANEIRO;15;-228.833.019;-434.561.574
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL RONDON;RUA CLAUDINO BARATA 1267;RIO DE JANEIRO;18;-228.942.953;-434.452.584
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL ROQUETE PINTO;RUA OLIVEIRA RIBEIRO, N  455;RIO DE JANEIRO;5;-228.827.518;-434.566.233
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL TENENTE CEL. PM EDUARDO VILLAÇA;RUA ANTÔNIO SIMÕES MARTINS, 44;RIO DE JANEIRO;7;-228.943.883;-434.330.446
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL VILLA LOBOS;RUA CABO JOSÉ DA CONCEIÇÃO 135;RIO DE JANEIRO;6;-228.676.376;-434.461.212
FERNANDO CESAR CAMPOS PAES;233;ESCOLA MUNICIPAL WAN TUYL DA SILVA CARDOSO;RUA OLIMPIA ESTEVES S/N;RIO DE JANEIRO;10;-228.886.859;-43.446.485
FERNANDO CESAR CAMPOS PAES;233;INSTITUTO FEDERAL DO RIO DE JANEIRO;RUA PROF. CARLOS WENCESLAU, 343;RIO DE JANEIRO;12;-228.799.375;-434.339.391
FERNANDO CESAR CAMPOS PAES;233;UNISUAM - CAMPUS BANGU;RUA FONSECA, 240 - BANGU;RIO DE JANEIRO;25;-228.783.116;-434.682.592
FERNANDO CESAR CAMPOS PAES;233;VILA OLIMPICA MESTRE ANDRÉ;RUA MARECHAL FALCÃO, S/N;RIO DE JANEIRO;8;-228.721.597;-43.441.159
FERNANDO CESAR CAMPOS PAES;234;CIEP  ASPIRANTE FRANCISCO MEGA;RUA SALUSTIANO SILVA, S/N;RIO DE JANEIRO;19;-228.721.941;-434.083.382
FERNANDO CESAR CAMPOS PAES;234;CIEP FRANCISCO SOLANO TRINDADE;RUA ALCIDES BEZERRA S/N;RIO DE JANEIRO;9;-228.903.385;-434.309.377
FERNANDO CESAR CAMPOS PAES;234;CIEP FREI VELOSO;RUA FRANKLIN TAVORA, S/N;RIO DE JANEIRO;13;-228.819.465;-434.271.057
